date,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption
2025-01-29,Singapore,Dubai,Rail,Automotive,12328.31,199.35,3.45,4.4,Storm,0.819,31.18,1
2024-01-27,Busan,Rotterdam,Road,Electronics,13206.63,145.5,2.88,7.6,Storm,0.864,32.77,1
2024-07-30,Dubai,Singapore,Rail,Pharmaceuticals,12316.63,290.79,2.71,2.1,Fog,0.578,14.26,1
2024-12-31,Rotterdam,Singapore,Air,Electronics,803.54,367.51,4.26,7.3,Fog,0.696,0.5,0
2024-10-15,Antwerp,Hamburg,Rail,Perishables,9250.57,65.25,1.74,0.4,Fog,0.844,9.69,1
2025-01-23,Busan,Antwerp,Road,Electronics,11365.86,117.78,2.48,5.0,Rain,0.861,10.28,0
2025-06-22,Shanghai,Busan,Road,Textiles,3767.1,269.31,3.04,9.8,Storm,0.692,10.14,1
2024-05-05,Busan,Antwerp,Air,Pharmaceuticals,13585.57,492.48,3.88,2.8,Fog,0.719,1.3,0
2024-10-02,Shanghai,Singapore,Sea,Pharmaceuticals,3346.27,265.19,4.36,2.2,Rain,0.92,5.77,0
2024-04-18,Singapore,Dubai,Road,Perishables,9382.32,248.65,2.03,6.6,Hurricane,0.948,58.63,1
2024-07-10,Busan,Singapore,Rail,Perishables,8697.29,142.86,2.32,4.4,Storm,0.796,22.31,0
2024-03-24,Shanghai,Dubai,Air,Pharmaceuticals,9429.83,269.23,2.63,8.3,Storm,0.784,2.16,0
2024-09-10,Singapore,Dubai,Sea,Textiles,3482.47,241.63,4.24,2.1,Clear,0.501,5.17,1
2024-08-04,Rotterdam,Hamburg,Road,Perishables,1843.07,408.3,1.88,0.8,Storm,0.835,2.87,0
2025-04-05,Los Angeles,Singapore,Sea,Textiles,4015.82,420.33,3.69,1.0,Storm,0.676,16.94,1
2025-10-10,Antwerp,Rotterdam,Road,Pharmaceuticals,5944.3,15.14,2.35,1.5,Storm,0.627,11.62,1
2025-03-23,Busan,Shanghai,Rail,Pharmaceuticals,12442.54,360.49,3.47,2.8,Clear,0.73,10.05,0
2025-06-03,Singapore,Hamburg,Sea,Perishables,4086.55,438.69,1.5,6.5,Hurricane,0.667,60.7,1
2025-01-09,Hamburg,Singapore,Road,Pharmaceuticals,11016.24,285.05,3.17,9.6,Rain,0.606,11.98,1
2025-04-20,Rotterdam,Hamburg,Road,Automotive,7525.58,380.26,4.18,7.3,Hurricane,0.847,48.32,1
2025-10-10,Los Angeles,Shanghai,Rail,Automotive,10485.16,348.32,4.05,6.4,Storm,0.937,28.8,1
2024-12-10,Rotterdam,Dubai,Sea,Pharmaceuticals,4158.52,64.62,2.81,1.6,Fog,0.965,8.22,0
2024-08-04,Busan,Los Angeles,Sea,Perishables,11246.25,71.55,4.13,0.7,Rain,0.605,19.59,0
2024-10-29,Busan,Hamburg,Air,Pharmaceuticals,7645.88,83.03,3.81,8.8,Clear,0.62,0.69,1
2024-02-04,Busan,Hamburg,Air,Pharmaceuticals,3678.6,180.35,1.35,7.7,Storm,0.983,1.23,1
2024-05-17,Los Angeles,Singapore,Road,Pharmaceuticals,4907.17,246.62,4.14,4.6,Rain,0.537,4.54,1
2024-09-15,Hamburg,Dubai,Air,Textiles,2881.85,410.91,2.4,7.6,Rain,0.976,0.5,0
2025-12-13,Hamburg,Antwerp,Road,Electronics,6268.91,84.09,3.23,5.9,Hurricane,0.562,39.2,1
2025-02-27,Rotterdam,Marseille,Rail,Textiles,14847.83,84.4,2.95,7.8,Storm,0.902,43.16,1
2024-02-04,Shanghai,Busan,Road,Automotive,4670.67,224.64,3.3,9.9,Fog,0.763,5.73,0
2025-07-29,Busan,Rotterdam,Rail,Perishables,2538.02,223.9,4.1,3.5,Fog,0.541,2.72,0
2024-04-14,Los Angeles,Singapore,Rail,Automotive,13034.28,155.01,2.07,3.7,Hurricane,0.554,85.28,1
2024-01-26,Rotterdam,Los Angeles,Rail,Perishables,11113.91,427.42,1.78,5.6,Rain,0.673,11.54,0
2025-10-20,Hamburg,Busan,Sea,Textiles,14366.23,103.48,2.9,6.9,Clear,0.76,26.42,1
2025-07-18,Hamburg,Rotterdam,Rail,Textiles,8021.16,486.55,3.93,6.6,Clear,0.945,6.82,0
2024-04-20,Shanghai,Los Angeles,Sea,Textiles,1125.82,31.39,3.86,6.1,Rain,0.6,2.28,1
2025-01-17,Rotterdam,Singapore,Road,Electronics,719.1,241.08,3.21,2.0,Storm,0.773,0.87,0
2025-07-31,Singapore,Dubai,Sea,Automotive,12280.87,399.17,3.14,0.5,Storm,0.929,52.52,0
2024-01-10,Singapore,Hamburg,Road,Perishables,5320.61,205.84,3.43,9.6,Storm,0.611,14.46,1
2024-08-11,Los Angeles,Busan,Road,Electronics,5095.67,430.26,4.12,1.7,Fog,0.793,4.77,1
2024-08-14,Singapore,Antwerp,Sea,Pharmaceuticals,6660.34,25.59,2.06,8.9,Rain,0.78,15.52,1
2025-03-09,Antwerp,Los Angeles,Air,Pharmaceuticals,633.36,189.22,1.88,4.0,Hurricane,0.642,0.5,1
2024-02-03,Busan,Singapore,Rail,Electronics,2746.42,257.3,3.44,6.8,Storm,0.717,7.22,1
2024-09-27,Shanghai,Marseille,Road,Electronics,6720.41,229.49,3.34,8.0,Storm,0.708,17.31,1
2024-02-29,Los Angeles,Dubai,Sea,Automotive,1999.79,178.21,3.38,2.9,Storm,0.856,9.79,0
2024-02-29,Hamburg,Rotterdam,Sea,Automotive,6429.82,140.07,2.78,0.2,Storm,0.891,26.97,1
2024-01-07,Rotterdam,Los Angeles,Road,Electronics,2863.78,123.63,2.96,5.8,Fog,0.849,3.44,1
2024-01-23,Hamburg,Busan,Road,Electronics,12882.17,414.31,2.8,10.0,Storm,0.796,34.08,1
2024-06-17,Los Angeles,Rotterdam,Air,Textiles,13563.93,394.29,1.38,1.1,Rain,0.892,1.28,0
2025-03-09,Los Angeles,Hamburg,Road,Perishables,5182.87,195.22,1.98,9.3,Clear,0.608,3.71,1
2024-06-29,Busan,Antwerp,Air,Automotive,14479.14,325.65,1.99,4.7,Hurricane,0.752,7.79,1
2024-08-05,Los Angeles,Singapore,Road,Perishables,9119.91,370.04,4.15,6.7,Hurricane,0.592,57.79,1
2024-04-14,Shanghai,Antwerp,Road,Pharmaceuticals,9796.64,118.28,1.87,10.0,Rain,0.969,10.32,1
2025-12-06,Busan,Dubai,Rail,Perishables,7903.42,102.56,2.5,7.6,Clear,0.689,7.47,1
2024-07-02,Singapore,Los Angeles,Rail,Perishables,14451.5,134.13,1.73,8.3,Fog,0.99,20.96,1
2024-11-01,Antwerp,Rotterdam,Sea,Perishables,1784.77,84.25,2.05,4.6,Clear,0.912,3.09,1
2024-04-26,Busan,Dubai,Road,Textiles,6815.96,64.31,3.94,5.4,Clear,0.636,5.87,1
2024-03-02,Shanghai,Antwerp,Sea,Perishables,1997.34,253.88,3.12,8.9,Hurricane,0.722,32.36,1
2025-04-05,Antwerp,Marseille,Air,Perishables,5214.01,121.64,2.4,2.7,Clear,0.768,0.82,0
2025-08-09,Singapore,Antwerp,Air,Textiles,2246.49,225.68,3.69,0.6,Rain,0.881,0.5,1
2025-06-03,Antwerp,Los Angeles,Road,Pharmaceuticals,4107.48,12.96,1.27,2.6,Clear,1.0,2.76,0
2025-04-27,Shanghai,Dubai,Sea,Pharmaceuticals,2221.28,44.8,3.65,9.9,Storm,0.579,13.8,1
2024-01-01,Hamburg,Antwerp,Sea,Pharmaceuticals,11449.49,138.27,2.22,9.2,Storm,0.551,69.65,1
2025-08-30,Busan,Rotterdam,Sea,Pharmaceuticals,6325.79,129.29,2.15,3.9,Rain,0.985,11.91,0
2024-07-24,Los Angeles,Dubai,Air,Electronics,2933.31,63.7,4.28,6.7,Fog,0.589,0.56,1
2025-09-21,Busan,Marseille,Air,Perishables,11710.56,17.68,1.72,1.4,Rain,0.611,1.22,1
2025-06-21,Busan,Shanghai,Rail,Perishables,513.68,475.36,3.49,0.9,Storm,0.751,0.71,0
2025-01-27,Antwerp,Busan,Air,Textiles,5663.4,92.87,2.75,3.0,Storm,0.867,1.17,0
2025-03-02,Los Angeles,Dubai,Rail,Electronics,1243.32,336.68,1.69,9.5,Fog,0.974,1.61,1
2024-03-24,Dubai,Busan,Road,Electronics,12311.33,177.68,4.01,7.8,Rain,0.753,11.66,0
2025-04-12,Los Angeles,Busan,Sea,Textiles,1675.17,270.29,2.27,9.1,Storm,0.72,10.18,1
2025-11-28,Antwerp,Marseille,Rail,Electronics,7490.92,165.17,1.44,8.3,Storm,0.835,22.92,1
2025-04-02,Dubai,Rotterdam,Air,Pharmaceuticals,13408.74,369.53,2.35,9.5,Clear,0.654,0.56,1
2024-06-04,Dubai,Marseille,Sea,Perishables,8348.37,160.09,1.3,1.6,Clear,0.654,12.88,1
2024-11-05,Rotterdam,Hamburg,Air,Automotive,9463.26,413.61,2.07,2.9,Fog,0.638,0.73,0
2025-03-05,Busan,Hamburg,Air,Automotive,8788.38,250.81,2.7,9.3,Hurricane,0.755,6.14,1
2025-08-06,Dubai,Antwerp,Rail,Electronics,13837.91,181.25,2.87,2.7,Storm,0.651,32.69,1
2024-02-06,Shanghai,Dubai,Sea,Pharmaceuticals,12024.74,176.0,1.35,4.3,Rain,0.905,24.0,1
2025-09-21,Antwerp,Busan,Sea,Electronics,13057.52,135.48,3.75,4.2,Hurricane,0.854,175.29,1
2024-10-01,Dubai,Marseille,Road,Pharmaceuticals,4114.74,54.21,1.93,8.8,Clear,0.566,3.39,1
2024-10-10,Shanghai,Los Angeles,Sea,Pharmaceuticals,3580.49,252.86,2.25,9.0,Hurricane,0.592,58.1,1
2025-03-19,Hamburg,Busan,Sea,Electronics,14643.45,225.74,4.3,5.7,Hurricane,0.768,209.65,1
2024-01-07,Singapore,Marseille,Air,Automotive,2972.6,266.7,4.45,9.5,Fog,0.556,1.04,1
2024-02-01,Dubai,Singapore,Rail,Perishables,6459.81,474.51,4.4,4.0,Rain,0.602,7.25,0
2025-10-06,Shanghai,Rotterdam,Sea,Textiles,12941.34,2.86,3.34,8.8,Fog,0.832,39.03,1
2025-06-02,Los Angeles,Shanghai,Rail,Textiles,8735.63,238.83,3.87,9.8,Rain,0.813,9.67,1
2024-02-09,Busan,Singapore,Sea,Pharmaceuticals,8151.67,5.9,3.56,5.1,Clear,0.719,14.11,0
2024-01-05,Dubai,Shanghai,Air,Textiles,5391.29,397.12,3.96,7.1,Hurricane,0.522,2.89,1
2024-08-04,Busan,Dubai,Air,Perishables,8712.87,468.31,3.37,3.8,Hurricane,0.813,4.91,1
2025-11-29,Busan,Singapore,Road,Electronics,7261.49,294.31,3.04,8.6,Clear,0.951,5.8,0
2025-11-24,Busan,Singapore,Road,Perishables,2395.4,203.88,1.8,9.0,Hurricane,0.522,16.26,1
2025-11-18,Dubai,Shanghai,Air,Automotive,5083.47,358.81,3.46,1.6,Hurricane,0.86,3.25,1
2025-09-03,Dubai,Antwerp,Road,Perishables,5598.53,396.48,1.91,8.4,Rain,0.599,6.63,0
2024-12-06,Los Angeles,Hamburg,Rail,Textiles,1402.96,471.71,4.34,2.2,Fog,0.73,0.72,1
2024-08-14,Los Angeles,Busan,Sea,Electronics,7006.06,357.63,2.79,3.0,Rain,0.555,13.6,1
2024-03-17,Busan,Antwerp,Rail,Electronics,3068.73,50.87,3.57,9.7,Rain,0.675,4.07,1
2025-01-18,Rotterdam,Shanghai,Road,Electronics,7852.36,274.65,3.33,9.3,Fog,0.643,10.57,1
2025-05-14,Rotterdam,Marseille,Sea,Perishables,14525.43,358.04,2.62,7.4,Fog,0.614,41.86,1
2025-01-28,Shanghai,Hamburg,Sea,Pharmaceuticals,8879.42,295.79,4.07,3.9,Hurricane,0.911,118.27,1
2025-10-19,Hamburg,Los Angeles,Rail,Perishables,10717.87,58.26,4.27,7.0,Rain,0.902,11.76,1
2025-07-25,Busan,Los Angeles,Air,Electronics,9397.26,494.62,1.92,9.9,Fog,0.926,0.82,1
2024-09-24,Shanghai,Dubai,Sea,Perishables,665.56,378.98,1.32,1.8,Hurricane,0.638,7.45,1
2025-05-24,Hamburg,Busan,Sea,Perishables,9262.54,128.25,3.8,0.8,Clear,0.99,13.41,0
2024-09-10,Antwerp,Los Angeles,Air,Textiles,4189.98,85.38,3.7,9.6,Fog,0.881,0.5,1
2024-10-05,Hamburg,Singapore,Sea,Textiles,9009.2,103.74,3.99,7.7,Hurricane,0.687,139.21,1
2025-10-28,Hamburg,Shanghai,Rail,Textiles,4453.05,5.54,1.62,1.6,Rain,0.959,3.49,0
2025-11-04,Shanghai,Busan,Air,Textiles,1506.65,262.12,2.45,2.2,Rain,0.525,0.5,0
2024-10-15,Dubai,Marseille,Rail,Perishables,12483.63,124.57,1.85,2.0,Hurricane,0.855,76.67,1
2024-07-25,Rotterdam,Busan,Air,Pharmaceuticals,9250.65,357.48,2.99,0.6,Clear,0.849,0.57,0
2025-08-22,Los Angeles,Antwerp,Rail,Pharmaceuticals,11883.43,2.31,2.99,3.9,Rain,0.865,11.5,0
2025-05-09,Dubai,Los Angeles,Air,Automotive,3632.46,283.16,3.76,0.9,Rain,0.84,0.58,0
2025-06-03,Rotterdam,Busan,Road,Pharmaceuticals,740.52,283.14,1.66,1.1,Storm,0.536,0.73,1
2025-02-20,Shanghai,Marseille,Sea,Automotive,11372.97,445.52,2.52,6.1,Fog,0.606,30.89,1
2025-08-01,Los Angeles,Antwerp,Sea,Perishables,10302.38,285.76,3.43,9.0,Rain,0.571,24.4,1
2025-11-05,Los Angeles,Hamburg,Air,Electronics,8606.36,354.63,2.97,1.7,Clear,0.661,1.28,1
2024-05-15,Los Angeles,Marseille,Rail,Perishables,5629.94,468.13,4.29,7.6,Fog,0.51,7.81,1
2024-12-24,Los Angeles,Marseille,Air,Textiles,6190.45,314.74,3.76,2.6,Hurricane,0.726,2.75,1
2024-03-21,Busan,Los Angeles,Road,Perishables,12441.51,179.26,2.81,1.3,Hurricane,0.65,63.26,1
2025-05-29,Busan,Rotterdam,Rail,Perishables,5350.41,330.57,2.05,7.4,Storm,0.959,14.8,1
2024-01-12,Los Angeles,Rotterdam,Road,Textiles,4540.37,66.51,2.49,1.1,Storm,0.942,9.02,0
2025-07-31,Busan,Antwerp,Road,Perishables,7088.47,140.95,3.49,0.6,Clear,0.978,4.62,0
2024-03-27,Shanghai,Rotterdam,Rail,Automotive,2632.57,325.44,4.42,4.6,Rain,0.891,2.35,0
2024-11-07,Dubai,Hamburg,Road,Automotive,9957.25,12.69,3.53,3.6,Rain,0.967,8.82,0
2024-08-19,Busan,Los Angeles,Rail,Pharmaceuticals,1938.08,230.83,3.43,6.1,Fog,0.976,2.89,0
2025-02-19,Singapore,Dubai,Road,Pharmaceuticals,4781.87,139.44,2.34,1.3,Hurricane,0.608,24.83,1
2025-03-29,Los Angeles,Antwerp,Air,Automotive,8024.31,155.15,2.53,7.6,Hurricane,0.848,4.64,1
2025-09-30,Rotterdam,Antwerp,Air,Electronics,8454.53,171.51,3.74,0.9,Hurricane,0.837,4.37,1
2024-09-18,Hamburg,Los Angeles,Rail,Pharmaceuticals,5000.25,79.15,3.22,9.2,Hurricane,0.966,40.48,1
2024-12-19,Antwerp,Dubai,Road,Perishables,11807.84,33.75,3.06,9.3,Fog,0.817,15.89,0
2024-01-03,Busan,Singapore,Rail,Pharmaceuticals,10322.85,490.25,2.16,5.0,Clear,0.834,9.29,1
2024-01-15,Antwerp,Los Angeles,Road,Textiles,12352.93,223.99,2.76,9.3,Fog,0.892,16.07,1
2025-11-27,Rotterdam,Hamburg,Sea,Pharmaceuticals,6889.64,214.03,1.84,7.2,Fog,0.842,19.32,1
2025-06-30,Hamburg,Antwerp,Road,Automotive,6965.59,169.27,1.95,2.9,Storm,0.861,13.56,1
2024-04-13,Hamburg,Rotterdam,Air,Perishables,2416.61,383.13,1.64,8.6,Rain,0.598,0.53,1
2024-12-23,Antwerp,Rotterdam,Air,Automotive,6065.58,321.41,1.85,6.6,Fog,0.815,0.5,1
2024-05-03,Shanghai,Antwerp,Road,Perishables,12813.74,30.17,1.5,4.1,Fog,0.988,12.85,0
2025-08-31,Shanghai,Hamburg,Road,Textiles,10523.08,238.38,2.88,2.6,Clear,0.716,7.77,0
2025-10-29,Shanghai,Hamburg,Road,Automotive,10326.99,391.42,4.11,1.1,Fog,0.858,9.43,0
2025-02-19,Busan,Antwerp,Road,Perishables,14492.72,167.35,3.05,6.7,Storm,0.531,33.69,1
2025-01-16,Busan,Singapore,Air,Pharmaceuticals,1233.31,322.24,1.23,2.8,Fog,0.803,0.5,0
2024-11-11,Dubai,Busan,Road,Perishables,12202.53,20.26,4.49,9.6,Rain,0.652,12.55,0
2024-07-21,Rotterdam,Hamburg,Rail,Textiles,8709.62,24.93,2.72,9.1,Fog,0.851,12.6,0
2025-03-18,Antwerp,Shanghai,Road,Pharmaceuticals,2386.17,490.34,1.91,9.7,Fog,0.671,3.94,0
2025-01-27,Shanghai,Los Angeles,Road,Perishables,14233.84,132.05,2.77,0.5,Fog,0.963,13.16,0
2025-02-25,Los Angeles,Antwerp,Sea,Electronics,9130.59,142.77,1.9,5.0,Hurricane,0.704,127.75,1
2024-09-30,Antwerp,Singapore,Sea,Perishables,13015.0,38.37,3.14,6.7,Storm,0.848,71.68,1
2025-03-22,Busan,Los Angeles,Rail,Electronics,8023.15,29.26,3.11,6.8,Clear,0.845,8.34,0
2025-01-14,Rotterdam,Shanghai,Air,Pharmaceuticals,10451.74,242.02,2.4,4.3,Storm,0.654,1.28,1
2025-04-06,Rotterdam,Los Angeles,Rail,Perishables,4343.17,7.4,1.84,9.1,Clear,0.666,4.36,0
2024-10-13,Busan,Marseille,Air,Electronics,838.61,345.35,2.63,1.8,Fog,0.97,0.5,1
2025-12-19,Shanghai,Marseille,Air,Electronics,11705.74,248.0,3.07,1.6,Hurricane,0.646,4.84,1
2025-02-08,Rotterdam,Hamburg,Sea,Perishables,13164.64,484.24,1.64,9.8,Rain,0.575,32.57,0
2024-03-11,Hamburg,Antwerp,Sea,Pharmaceuticals,3701.16,401.78,2.02,6.5,Rain,0.555,8.19,1
2024-01-25,Busan,Shanghai,Road,Pharmaceuticals,9599.59,363.78,2.01,7.2,Rain,0.742,9.22,1
2025-03-04,Hamburg,Singapore,Air,Electronics,560.72,335.82,3.84,0.5,Hurricane,0.65,0.53,1
2025-08-04,Dubai,Singapore,Sea,Automotive,10839.17,334.01,3.57,4.6,Rain,0.678,22.48,1
2025-05-18,Busan,Shanghai,Road,Textiles,7242.64,298.5,3.83,5.4,Fog,0.847,7.75,1
2025-06-06,Shanghai,Marseille,Rail,Perishables,4712.32,374.44,3.96,3.3,Storm,0.849,11.52,0
2024-12-25,Shanghai,Antwerp,Sea,Perishables,8704.83,269.62,1.92,8.0,Fog,0.81,24.73,1
2025-08-11,Los Angeles,Busan,Rail,Textiles,1639.39,226.66,3.53,0.2,Storm,0.628,4.04,1
2025-02-19,Shanghai,Singapore,Road,Textiles,11179.76,157.58,2.1,3.3,Fog,0.808,11.91,0
2025-03-13,Singapore,Busan,Road,Textiles,9071.39,323.96,3.0,4.9,Hurricane,0.862,54.51,1
2024-05-23,Shanghai,Los Angeles,Rail,Perishables,14024.3,485.48,3.22,4.1,Fog,0.567,16.5,0
2024-07-18,Los Angeles,Marseille,Rail,Electronics,2949.56,134.8,1.84,3.4,Storm,0.926,7.71,1
2024-06-30,Dubai,Hamburg,Road,Electronics,3699.44,445.61,4.13,7.2,Storm,0.99,9.55,0
2024-08-27,Antwerp,Busan,Sea,Automotive,6006.4,355.26,4.13,9.5,Storm,0.738,37.49,1
2025-07-21,Hamburg,Los Angeles,Air,Pharmaceuticals,8523.88,96.45,1.22,8.9,Hurricane,0.819,4.92,1
2025-01-27,Busan,Hamburg,Road,Automotive,12747.66,471.74,1.61,4.8,Hurricane,0.994,74.54,1
2025-03-06,Rotterdam,Singapore,Sea,Textiles,8694.43,488.74,2.35,8.8,Clear,0.684,17.49,0
2024-01-24,Dubai,Rotterdam,Sea,Textiles,2859.15,216.32,1.38,2.7,Hurricane,0.736,36.69,1
2024-08-28,Dubai,Busan,Rail,Automotive,1694.53,77.55,2.63,1.3,Hurricane,0.841,9.91,1
2024-09-12,Antwerp,Busan,Road,Perishables,8564.77,158.19,3.14,9.4,Storm,0.529,22.52,1
2025-04-16,Los Angeles,Busan,Sea,Perishables,3720.1,364.06,3.22,4.3,Storm,0.874,18.29,1
2025-03-01,Rotterdam,Marseille,Air,Textiles,5851.27,134.98,2.85,2.6,Fog,0.579,0.5,1
2024-09-04,Rotterdam,Busan,Sea,Textiles,6785.35,394.35,2.91,6.4,Clear,0.547,12.18,1
2024-06-28,Antwerp,Hamburg,Sea,Perishables,9430.02,379.68,3.55,6.4,Rain,0.88,20.12,0
2025-09-24,Rotterdam,Shanghai,Air,Pharmaceuticals,12709.48,397.27,3.91,2.9,Fog,0.799,0.5,1
2025-04-29,Hamburg,Busan,Sea,Textiles,8316.87,353.32,2.83,1.0,Rain,0.842,14.64,0
2024-09-01,Antwerp,Dubai,Rail,Pharmaceuticals,6076.86,256.26,4.48,8.8,Rain,0.523,7.59,1
2025-11-08,Rotterdam,Busan,Rail,Electronics,9571.94,82.16,2.29,9.0,Storm,0.625,28.69,1
2024-04-24,Hamburg,Marseille,Road,Textiles,8394.99,105.12,3.14,4.5,Hurricane,0.585,48.93,1
2024-05-21,Los Angeles,Dubai,Air,Perishables,5764.69,429.44,2.98,9.8,Rain,0.743,1.07,1
2025-10-24,Los Angeles,Singapore,Road,Pharmaceuticals,13272.98,307.43,2.97,7.3,Clear,0.996,10.15,0
2024-02-28,Rotterdam,Marseille,Rail,Textiles,10861.64,140.23,2.04,7.5,Fog,0.75,15.01,1
2025-12-08,Antwerp,Shanghai,Sea,Perishables,3824.15,313.75,2.19,9.2,Clear,0.683,8.01,1
2025-09-29,Rotterdam,Singapore,Sea,Pharmaceuticals,9919.88,388.16,3.82,6.0,Rain,0.597,21.74,0
2025-01-01,Rotterdam,Marseille,Sea,Electronics,9820.53,45.38,3.2,1.7,Clear,0.686,14.51,1
2024-04-27,Rotterdam,Los Angeles,Air,Perishables,9349.84,450.91,1.48,6.3,Clear,0.58,0.89,0
2025-09-01,Los Angeles,Shanghai,Rail,Electronics,11338.33,171.86,2.93,8.8,Clear,0.975,12.06,0
2025-12-07,Shanghai,Antwerp,Air,Automotive,14806.61,182.92,3.19,5.3,Rain,0.797,1.64,0
2025-06-17,Los Angeles,Marseille,Rail,Pharmaceuticals,11502.26,173.57,1.79,3.0,Rain,0.788,10.87,0
2024-04-22,Hamburg,Busan,Air,Automotive,11585.65,416.61,1.25,2.7,Rain,0.555,0.56,0
2025-08-25,Dubai,Singapore,Rail,Perishables,2911.11,385.1,3.04,5.4,Fog,0.658,4.57,1
2024-06-22,Shanghai,Hamburg,Sea,Automotive,11656.92,478.6,3.15,5.4,Fog,0.942,30.59,0
2025-05-19,Antwerp,Busan,Sea,Pharmaceuticals,777.37,449.0,4.16,8.5,Clear,0.61,2.13,0
2025-11-30,Antwerp,Busan,Rail,Pharmaceuticals,3989.72,357.9,2.32,8.8,Fog,0.701,6.48,0
2024-04-05,Rotterdam,Antwerp,Air,Automotive,14563.93,438.87,2.6,5.3,Hurricane,0.716,6.99,1
2024-10-21,Shanghai,Hamburg,Road,Automotive,1614.5,264.76,4.11,6.9,Hurricane,0.718,10.44,1
2024-10-10,Singapore,Hamburg,Air,Pharmaceuticals,10187.23,232.5,3.22,2.8,Hurricane,0.623,3.79,1
2025-05-15,Dubai,Busan,Sea,Electronics,1471.74,326.19,4.32,4.6,Clear,0.685,1.22,1
2024-04-12,Los Angeles,Hamburg,Rail,Textiles,7328.92,491.06,1.81,8.9,Rain,0.899,8.87,0
2025-11-17,Shanghai,Dubai,Road,Textiles,9907.1,155.57,2.85,4.9,Clear,0.858,6.91,0
2025-09-04,Busan,Rotterdam,Road,Textiles,13068.17,28.61,2.3,9.4,Hurricane,0.725,91.95,1
2024-12-07,Singapore,Busan,Rail,Pharmaceuticals,6886.4,170.49,1.6,2.3,Storm,0.952,16.23,1
2024-12-03,Los Angeles,Shanghai,Air,Textiles,11194.94,397.18,1.5,6.9,Storm,0.79,2.29,1
2025-02-22,Shanghai,Rotterdam,Sea,Automotive,14536.95,385.89,2.27,8.3,Hurricane,0.96,229.23,1
2024-11-21,Dubai,Rotterdam,Sea,Perishables,7836.01,152.77,3.93,4.6,Hurricane,0.951,106.41,1
2025-04-21,Shanghai,Dubai,Rail,Textiles,13113.5,35.96,3.53,3.7,Clear,0.569,11.43,0
2025-03-12,Los Angeles,Busan,Sea,Electronics,7919.32,94.11,1.93,9.8,Fog,0.922,24.31,1
2024-01-08,Rotterdam,Busan,Sea,Automotive,12024.76,332.7,2.89,1.9,Clear,0.869,17.37,0
2025-05-22,Rotterdam,Hamburg,Air,Perishables,14463.38,297.15,3.59,8.6,Clear,0.577,1.4,1
2025-08-05,Busan,Singapore,Sea,Electronics,13211.48,417.65,3.67,3.5,Storm,0.705,64.01,1
2024-09-24,Rotterdam,Marseille,Rail,Electronics,3330.99,439.56,1.21,2.5,Hurricane,0.66,20.59,1
2024-12-30,Dubai,Antwerp,Sea,Textiles,13058.47,73.5,1.29,7.1,Rain,0.713,29.57,0
2024-08-27,Shanghai,Busan,Rail,Perishables,2664.12,315.39,3.81,7.6,Hurricane,0.99,19.79,1
2025-08-09,Singapore,Antwerp,Rail,Textiles,6409.97,334.71,3.97,9.3,Hurricane,0.663,52.23,1
2024-08-26,Rotterdam,Antwerp,Rail,Electronics,500.45,249.08,4.08,7.2,Fog,0.621,0.5,1
2024-07-13,Dubai,Los Angeles,Rail,Textiles,9222.53,320.86,3.42,3.7,Storm,0.793,22.59,0
2025-01-22,Hamburg,Busan,Road,Perishables,14122.73,93.7,4.18,0.8,Hurricane,0.786,70.01,1
2024-12-08,Los Angeles,Antwerp,Sea,Textiles,3756.93,484.04,1.77,8.6,Clear,0.744,7.17,1
2024-09-09,Rotterdam,Antwerp,Air,Automotive,8320.46,141.68,3.69,6.0,Fog,0.679,2.04,1
2024-09-13,Los Angeles,Rotterdam,Air,Pharmaceuticals,13474.84,262.6,2.88,9.1,Storm,0.937,2.81,1
2024-03-18,Singapore,Hamburg,Sea,Electronics,13851.12,352.06,2.13,3.1,Fog,0.697,33.36,0
2025-06-07,Hamburg,Singapore,Air,Automotive,10396.84,165.82,2.9,2.9,Fog,0.528,0.6,0
2025-08-21,Dubai,Rotterdam,Air,Perishables,2124.56,290.32,4.09,3.1,Clear,0.684,0.5,0
2025-08-12,Antwerp,Singapore,Sea,Electronics,7839.06,152.08,2.34,5.8,Fog,0.682,21.12,0
2024-10-15,Hamburg,Singapore,Air,Automotive,1201.26,271.21,1.8,6.4,Fog,0.644,0.5,0
2024-03-30,Rotterdam,Singapore,Rail,Pharmaceuticals,8669.42,48.75,1.54,0.5,Rain,0.725,8.11,0
2024-06-13,Rotterdam,Dubai,Road,Pharmaceuticals,12447.97,277.85,1.31,0.6,Clear,0.503,8.44,0
2025-12-03,Dubai,Singapore,Rail,Automotive,10743.9,156.44,1.91,6.6,Fog,0.706,14.66,1
2024-06-29,Hamburg,Los Angeles,Air,Pharmaceuticals,6136.53,410.41,2.76,7.8,Rain,0.543,1.19,1
2025-11-11,Shanghai,Los Angeles,Sea,Pharmaceuticals,6271.08,451.62,3.5,7.4,Fog,0.853,18.12,1
2025-09-07,Los Angeles,Busan,Rail,Automotive,13485.66,305.24,1.46,0.5,Clear,0.92,10.07,0
2025-03-20,Dubai,Busan,Road,Perishables,2220.33,292.53,3.94,4.0,Fog,0.843,1.79,1
